category,price,color,brand,brand_group,base_color,has_out_of_stock,nb_sizes_total,nb_sizes_available,nb_sizes_out_of_stock,fully_out_of_stock,price_segment
outerwear,240.0,black,Selected Femme,Selected,black,True,6,3,3,False,>£100
outerwear,,twilight navy,Tommy Jeans,Tommy Jeans,blue,True,6,1,5,False,>£100
outerwear,,multi,Vans,Vans,other,True,5,2,3,False,>£100
outerwear,32.0,pink,Simply Be,Simply,pink,True,9,2,7,False,£20-50
outerwear,89.99,dark green,Bershka,Bershka,green,True,4,3,1,False,£50-100
outerwear,59.99,black,New Look,New Look,black,True,6,2,4,False,£50-100
outerwear,,white,ASOS DESIGN,ASOS DESIGN,white,True,8,1,7,False,>£100
outerwear,,med blue,Vero Moda,Vero Moda,blue,True,6,1,5,False,>£100
outerwear,,stone,ASOS DESIGN,ASOS DESIGN,other,True,9,3,6,False,>£100
outerwear,,brown,ASOS DESIGN,ASOS DESIGN,brown,True,8,2,6,False,>£100
outerwear,,mint,ASOS DESIGN,ASOS DESIGN,green,True,8,3,5,False,>£100
top,40.0,black,adidas,adidas,black,True,6,3,3,False,£20-50
outerwear,,leopard,Urban Bliss,Urban Bliss,other,True,6,1,5,False,>£100
outerwear,,black,Columbia,Columbia,black,True,5,2,3,False,>£100
outerwear,88.0,tan/cream,Pacsun,Pacsun,brown,False,2,2,0,False,£50-100
outerwear,,green,ASOS 4505,ASOS 4505,green,True,8,1,7,False,>£100
outerwear,,black,Noisy May,Noisy May,black,True,6,1,5,False,>£100
outerwear,,black,ASOS DESIGN,ASOS DESIGN,black,True,8,1,7,False,>£100
outerwear,,sage green,ASOS DESIGN,ASOS DESIGN,green,True,8,2,6,False,>£100
outerwear,,brown,Pimkie,Pimkie,brown,True,5,1,4,False,>£100
outerwear,,dark grey,New Look,New Look,grey,True,6,1,5,False,>£100
outerwear,,blue,Bershka,Bershka,blue,False,2,2,0,False,>£100
outerwear,,off white,Topshop,Topshop,white,True,5,2,3,False,>£100
outerwear,,black,Envii,Envii,black,True,3,2,1,False,>£100
outerwear,,cream,Selected Femme,Selected,white,False,5,5,0,False,>£100
outerwear,,black,ASOS DESIGN,ASOS DESIGN,black,True,8,3,5,False,>£100
outerwear,,green,Mango,Mango,green,False,2,2,0,False,>£100
outerwear,,beige,Only,Only,beige,True,6,2,4,False,>£100
outerwear,,black & white,Neon,Neon,white,True,6,3,3,False,>£100
outerwear,55.0,bright pink,Pieces Tall,Pieces,pink,True,6,1,5,False,£50-100
outerwear,,black,Nike,Nike,black,False,3,3,0,False,>£100
outerwear,,khaki,Only Tall,Only,green,True,6,2,4,False,>£100
outerwear,,floral print,AFRM,AFRM,other,False,6,6,0,False,>£100
outerwear,49.99,black,New Look,New Look,black,True,6,1,5,False,£20-50
outerwear,,cream boucle,Fashion Union,Fashion Union,white,True,6,1,5,False,>£100
outerwear,,beige,Only,Only,beige,True,5,2,3,False,>£100
outerwear,,cream,Urban Bliss,Urban Bliss,white,True,6,2,4,False,>£100
outerwear,,leopard print,Vila,Vila,other,True,6,1,5,False,>£100
outerwear,,camel,Pieces,Pieces,other,True,6,1,5,False,>£100
outerwear,,purple,Dickies,Dickies,purple,True,5,2,3,False,>£100
outerwear,,caviar,Levi's,Levi's,other,True,5,1,4,False,>£100
outerwear,,pink,Nike,Nike,pink,True,7,2,5,False,>£100
outerwear,,blue,COLLUSION,COLLUSION,blue,True,8,3,5,False,>£100
outerwear,,black,Topshop,Topshop,black,True,7,1,6,False,>£100
outerwear,,washed taupe,Cotton,Cotton,grey,True,5,2,3,False,>£100
outerwear,,dark green,Noisy May,Noisy May,green,True,6,4,2,False,>£100
outerwear,,grey,Berghaus,Berghaus,grey,True,5,2,3,False,>£100
outerwear,,chocolate brown,Forever New,Forever,brown,True,6,1,5,False,>£100
outerwear,,ballerina pink,Cotton,Cotton,pink,True,5,1,4,False,>£100
outerwear,,multi,Yours,Yours,other,True,6,1,5,False,>£100
outerwear,,odyssey gray,Levi's,Levi's,grey,True,4,3,1,False,>£100
outerwear,,pink,ASOS DESIGN,ASOS DESIGN,pink,True,8,2,6,False,>£100
outerwear,,green,ASOS DESIGN,ASOS DESIGN,green,True,8,1,7,False,>£100
outerwear,,blue,The North Face,The North Face,blue,True,5,2,3,False,>£100
outerwear,204.95,black,Nike,Nike,black,True,4,2,2,False,>£100
outerwear,,white,Calvin Klein,Calvin Klein,white,True,8,1,7,False,>£100
outerwear,,off white,&,&,white,True,7,1,6,False,>£100
outerwear,,light blue,COLLUSION,COLLUSION,blue,True,8,2,6,False,>£100
outerwear,,pink,Bershka,Bershka,pink,True,2,1,1,False,>£100
outerwear,65.0,purple & grenn,Pieces,Pieces,purple,True,6,3,3,False,£50-100
bottom,,light indigo worn in,Levi's,Levi's,blue,True,4,2,2,False,>£100
outerwear,,brown,Pieces Petite,Pieces,brown,True,6,4,2,False,>£100
outerwear,62.0,beige,Stradivarius,Stradivarius,beige,True,5,1,4,False,£50-100
outerwear,59.99,black,New Look,New Look,black,True,6,1,5,False,£50-100
outerwear,59.99,black,New Look,New Look,black,True,6,1,5,False,£50-100
outerwear,,black,ASOS DESIGN,ASOS DESIGN,black,True,8,1,7,False,>£100
outerwear,,dark brown,ASOS DESIGN,ASOS DESIGN,brown,True,9,1,8,False,>£100
outerwear,,black/blue,ASOS DESIGN,ASOS DESIGN,blue,True,8,3,5,False,>£100
outerwear,,black,ASOS DESIGN,ASOS DESIGN,black,True,8,2,6,False,>£100
outerwear,,leopard,Urban Bliss,Urban Bliss,other,True,6,2,4,False,>£100
outerwear,,beige/black,Columbia,Columbia,black,True,5,2,3,False,>£100
outerwear,,grey,Y.A.S,Y.A.S,grey,True,6,2,4,False,>£100
outerwear,,blue,COLLUSION,COLLUSION,blue,True,8,1,7,False,>£100
outerwear,,beige and mustard,French Connection,French Connection,beige,True,6,2,4,False,>£100
outerwear,,washed taupe,Cotton,Cotton,grey,True,5,2,3,False,>£100
outerwear,45.99,green tbc,Cotton,Cotton,green,True,3,1,2,False,£20-50
outerwear,,khaki,Stradivarius,Stradivarius,green,True,5,1,4,False,>£100
top,65.0,black,adidas,adidas,black,True,7,1,6,False,£50-100
outerwear,,black,Nike,Nike,black,True,5,3,2,False,>£100
outerwear,,check,Forever New,Forever,other,True,6,1,5,False,>£100
outerwear,,camel,Stradivarius,Stradivarius,other,True,5,1,4,False,>£100
outerwear,,dark brown,Pull&Bear,Pull&Bear,brown,True,3,1,2,False,>£100
outerwear,,navy,Nike,Nike,blue,True,6,2,4,False,>£100
outerwear,,khaki,Topshop,Topshop,green,True,5,1,4,False,>£100
outerwear,,light blue,Columbia,Columbia,blue,True,5,2,3,False,>£100
outerwear,,janey check,Levi's,Levi's,other,True,4,1,3,False,>£100
other,,orange,Reclaimed Vintage,Reclaimed Vintage,orange,True,7,2,5,False,>£100
outerwear,,bright pink,Only,Only,pink,True,6,1,5,False,>£100
outerwear,,indigo,Hollister,Hollister,blue,True,5,2,3,False,>£100
outerwear,,cream,Calvin Klein,Calvin Klein,white,True,5,1,4,False,>£100
outerwear,,black & white,ASOS DESIGN,ASOS DESIGN,white,True,8,3,5,False,>£100
outerwear,,blue,NA-KD X Misslisibell,NA-KD,blue,True,7,3,4,False,>£100
outerwear,95.0,green,Rains,Rains,green,True,5,1,4,False,£50-100
outerwear,94.95,purple,Nike,Nike,purple,False,3,3,0,False,£50-100
outerwear,,chocolate,Noisy May,Noisy May,brown,True,6,3,3,False,>£100
outerwear,,white,Nike,Nike,white,True,3,2,1,False,>£100
outerwear,,raspberry rose,AFRM,AFRM,red,False,6,6,0,False,>£100
outerwear,,stone,ASOS DESIGN,ASOS DESIGN,other,True,8,1,7,False,>£100
outerwear,,camel,ASOS DESIGN,ASOS DESIGN,other,True,9,2,7,False,>£100
outerwear,,ambient blush,adidas,adidas,pink,True,5,2,3,False,>£100
outerwear,,beige,Noisy May,Noisy May,beige,True,6,1,5,False,>£100
outerwear,,mono check,Y.A.S,Y.A.S,other,True,6,3,3,False,>£100
outerwear,,purple,Nike,Nike,purple,True,5,1,4,False,>£100
outerwear,,camel,Selected Femme,Selected,other,True,5,2,3,False,>£100
outerwear,,khaki,Pieces,Pieces,green,True,6,2,4,False,>£100
outerwear,,camel,Whistles,Whistles,other,True,4,1,3,False,>£100
outerwear,,cream,COLLUSION,COLLUSION,white,True,9,1,8,False,>£100
outerwear,,green,ASOS DESIGN,ASOS DESIGN,green,True,8,1,7,False,>£100
outerwear,,cream check,Vero Moda,Vero Moda,white,True,6,1,5,False,>£100
outerwear,,dark brown,ASOS DESIGN,ASOS DESIGN,brown,True,8,1,7,False,>£100
outerwear,,navy,Reclaimed Vintage,Reclaimed Vintage,blue,True,7,1,6,False,>£100
outerwear,,leopard print,Noisy May,Noisy May,other,True,6,2,4,False,>£100
outerwear,,pink,Nike,Nike,pink,True,3,1,2,False,>£100
outerwear,,sage,ASOS DESIGN,ASOS DESIGN,green,True,8,3,5,False,>£100
outerwear,,black,River Island,River Island,black,True,7,2,5,False,>£100
outerwear,,purple,Monki,Monki,purple,True,5,1,4,False,>£100
outerwear,46.0,white,Topshop,Topshop,white,True,5,1,4,False,£20-50
outerwear,,black,Pieces,Pieces,black,True,6,2,4,False,>£100
outerwear,,pink,ASOS DESIGN,ASOS DESIGN,pink,True,8,1,7,False,>£100
outerwear,,black,Edited Dala,Edited,black,True,5,1,4,False,>£100
outerwear,,midnight brown,Nobody's Child,Nobody's,brown,True,3,2,1,False,>£100
outerwear,,tonal check,Monki,Monki,other,True,7,1,6,False,>£100
outerwear,,off white,Amy Lynn,Amy,white,True,4,1,3,False,>£100
outerwear,,black,River Island,River Island,black,True,7,2,5,False,>£100
outerwear,,green,Noisy May,Noisy May,green,True,5,1,4,False,>£100
outerwear,75.99,pink,Miss Selfridge,Miss Selfridge,pink,True,8,2,6,False,£50-100
outerwear,,dark indigo,Aligne,Aligne,blue,True,6,1,5,False,>£100
outerwear,,blue spot,The Kript,The,blue,True,4,1,3,False,>£100
outerwear,,black,Nike,Nike,black,False,3,3,0,False,>£100
outerwear,,white,Nike,Nike,white,False,3,3,0,False,>£100
outerwear,,brown,4th,4th,brown,True,6,2,4,False,>£100
outerwear,130.0,khaki,ASOS EDITION,ASOS EDITION,green,True,8,2,6,False,>£100
outerwear,,bright yellow,Noisy May,Noisy May,other,True,6,2,4,False,>£100
outerwear,,pink camo,AllSaints,AllSaints,pink,True,7,1,6,False,>£100
outerwear,,yellow,Dickies,Dickies,other,True,3,1,2,False,>£100
outerwear,129.0,wave pink/green,Girlfriend Material,Girlfriend,green,True,6,2,4,False,>£100
outerwear,,multi,Reclaimed Vintage,Reclaimed Vintage,other,True,7,1,6,False,>£100
outerwear,55.99,green,Yours,Yours,green,True,8,2,6,False,£50-100
outerwear,160.0,black,Tommy Jean,Tommy,black,True,6,1,5,False,>£100
outerwear,,shiny black,Columbia,Columbia,black,True,5,3,2,False,>£100
outerwear,,olive,ASOS DESIGN,ASOS DESIGN,green,True,9,1,8,False,>£100
outerwear,,oxblood,ASOS DESIGN,ASOS DESIGN,other,True,9,2,7,False,>£100
outerwear,,black,COLLUSION,COLLUSION,black,True,9,1,8,False,>£100
outerwear,,blue,adidas,adidas,blue,True,6,1,5,False,>£100
outerwear,,brown,adidas,adidas,brown,True,5,2,3,False,>£100
outerwear,,black,Mamalicious Maternity,Mamalicious,black,True,5,2,3,False,>£100
outerwear,,red,Vero Moda,Vero Moda,red,True,6,1,5,False,>£100
outerwear,,lilac,Nike,Nike,purple,True,5,2,3,False,>£100
outerwear,105.0,black,Barney's Originals Tall Beppe,Barney's,black,True,6,3,3,False,>£100
outerwear,,blue,The North Face,The North Face,blue,True,5,1,4,False,>£100
outerwear,,khaki,Pieces Tall,Pieces,green,True,6,2,4,False,>£100
outerwear,,camel,Only,Only,other,True,5,2,3,False,>£100
outerwear,,beige check,Only,Only,beige,True,5,1,4,False,>£100
outerwear,219.0,black,Barbour,Barbour,black,True,10,1,9,False,>£100
outerwear,,lime,ASOS DESIGN,ASOS DESIGN,other,True,8,1,7,False,>£100
outerwear,,black,ASOS DESIGN,ASOS DESIGN,black,True,8,2,6,False,>£100
outerwear,,winsome orchid,Levi's,Levi's,other,True,5,1,4,False,>£100
outerwear,,bonnie blue,Levi's,Levi's,blue,True,5,1,4,False,>£100
outerwear,,bright blue carrot,Native Youth,Native Youth,blue,True,6,1,5,False,>£100
outerwear,,khaki,Topshop Petite,Topshop,green,True,7,2,5,False,>£100
outerwear,,green,Missguided,Missguided,green,True,7,2,5,False,>£100
outerwear,,camel,Forever New,Forever,other,True,6,1,5,False,>£100
outerwear,,purple,Girlfriend Material,Girlfriend,purple,True,6,1,5,False,>£100
outerwear,,multi,COLLUSION,COLLUSION,other,True,8,3,5,False,>£100
outerwear,,pink,Miss Selfridge,Miss Selfridge,pink,True,8,1,7,False,>£100
outerwear,,light blue,COLLUSION,COLLUSION,blue,True,8,2,6,False,>£100
outerwear,,black,Champion,Champion,black,True,3,1,2,False,>£100
outerwear,,red,Urban Classics,Urban,red,True,5,1,4,False,>£100
outerwear,,purple,Dickies,Dickies,purple,True,5,1,4,False,>£100
outerwear,,blue,Element Craft,Element,blue,True,4,2,2,False,>£100
outerwear,,white,Quiksilver Cropped,Quiksilver,white,True,5,2,3,False,>£100
outerwear,,light pink,Quiksilver Cropped,Quiksilver,pink,True,5,2,3,False,>£100
outerwear,50.99,black,Cotton,Cotton,black,True,4,2,2,False,£50-100
outerwear,,light khaki,NA-KD,NA-KD,green,True,8,2,6,False,>£100
top,,silver,adidas,adidas,grey,True,7,4,3,False,>£100
outerwear,,multi,ASOS DESIGN,ASOS DESIGN,other,True,8,1,7,False,>£100
outerwear,,multi,Bershka,Bershka,other,True,5,2,3,False,>£100
outerwear,,lilac,ASOS LUXE,ASOS LUXE,purple,True,8,1,7,False,>£100
outerwear,,chocolate brown,Forever New Curve,Forever,brown,True,5,3,2,False,>£100
outerwear,,dark olive,Cotton,Cotton,green,True,4,2,2,False,>£100
outerwear,,blue nylon,Ghospell,Ghospell,blue,True,5,1,4,False,>£100
outerwear,,beige,Vero Moda,Vero Moda,beige,True,6,1,5,False,>£100
outerwear,,cream,Levi's,Levi's,white,True,4,1,3,False,>£100
outerwear,,camel,Only,Only,other,True,6,2,4,False,>£100
outerwear,,khaki,Bershka,Bershka,green,True,5,1,4,False,>£100
outerwear,,black,Bershka,Bershka,black,True,5,1,4,False,>£100
outerwear,,black,Pull&Bear,Pull&Bear,black,True,4,1,3,False,>£100
outerwear,,ecru,Stradivarius,Stradivarius,beige,True,3,1,2,False,>£100
outerwear,,ecru,Stradivarius,Stradivarius,beige,True,5,1,4,False,>£100
outerwear,,multi,Pieces Maternity,Pieces,other,True,6,2,4,False,>£100
outerwear,,beige & yellow,JJXX,JJXX,beige,True,5,1,4,False,>£100
outerwear,,pink,Topshop,Topshop,pink,True,8,1,7,False,>£100
outerwear,105.0,black,Barney's Originals Tall Belina,Barney's,black,True,5,1,4,False,>£100
outerwear,,blue,Topshop,Topshop,blue,True,8,2,6,False,>£100
outerwear,,stone,ASOS DESIGN,ASOS DESIGN,other,True,8,2,6,False,>£100
outerwear,,cream,Bershka,Bershka,white,True,3,1,2,False,>£100
outerwear,,multi,Monki,Monki,other,True,7,3,4,False,>£100
outerwear,,red & pink,Only,Only,red,True,6,2,4,False,>£100
other,,tigers eye melange,Vila Curve,Vila,other,True,5,2,3,False,>£100
outerwear,,brown,Weekday,Weekday,brown,True,4,2,2,False,>£100
outerwear,,soft yellow,Cotton,Cotton,other,True,5,2,3,False,>£100
outerwear,,olive green,&,&,green,True,4,1,3,False,>£100
outerwear,,starlight,Fred Perry,Fred Perry,other,True,3,2,1,False,>£100
outerwear,,cobalt,ASOS DESIGN,ASOS DESIGN,blue,True,8,2,6,False,>£100
outerwear,,pink,Napapijri,Napapijri,pink,True,4,3,1,False,>£100
outerwear,,black,Columbia,Columbia,black,True,5,2,3,False,>£100
outerwear,,brown,Puma,Puma,brown,True,5,3,2,False,>£100
outerwear,,blue,The North Face,The North Face,blue,True,5,2,3,False,>£100
outerwear,,wild oak rose,Levi's,Levi's,pink,False,4,4,0,False,>£100
outerwear,,tan,Reclaimed Vintage,Reclaimed Vintage,brown,True,7,2,5,False,>£100
outerwear,,khaki,River Island,River Island,green,True,7,2,5,False,>£100
outerwear,,olive,Noisy May,Noisy May,green,True,6,2,4,False,>£100
outerwear,,midwash blue,Miss Selfridge,Miss Selfridge,grey,True,8,2,6,False,>£100
outerwear,,black,JDY,JDY,black,True,6,1,5,False,>£100
outerwear,,silver,COLLUSION,COLLUSION,grey,True,8,2,6,False,>£100
outerwear,,yellow,Dickies,Dickies,other,True,4,1,3,False,>£100
outerwear,,beige,Sixth June,Sixth June,beige,True,3,2,1,False,>£100
outerwear,,black,Fnatic Unisex Pro,Fnatic,black,True,7,1,6,False,>£100
outerwear,,grey,Nike,Nike,grey,False,3,3,0,False,>£100
outerwear,,multi,Annorlunda,Annorlunda,other,True,6,4,2,False,>£100
outerwear,235.0,black,Napapijri,Napapijri,black,True,2,1,1,False,>£100
outerwear,235.0,off-white,Napapijri,Napapijri,white,False,1,1,0,False,>£100
outerwear,175.0,off-white,Napapijri,Napapijri,white,True,4,2,2,False,>£100
outerwear,100.0,brown,The North Face,The North Face,brown,True,2,1,1,False,>£100
outerwear,140.0,gold,Morgan,Morgan,other,True,6,1,5,False,>£100
outerwear,100.0,black,Dickies,Dickies,black,True,5,2,3,False,>£100
outerwear,135.0,khaki,Selected Femme,Selected,green,True,5,3,2,False,>£100
outerwear,,dark olive,Mamalicious Maternity,Mamalicious,green,True,6,1,5,False,>£100
outerwear,75.0,black,Simply Be,Simply,black,True,9,1,8,False,£50-100
outerwear,130.0,blue,adidas,adidas,blue,True,11,6,5,False,>£100
outerwear,,black,Object,Object,black,True,5,2,3,False,>£100
outerwear,,white,ASOS DESIGN,ASOS DESIGN,white,True,8,1,7,False,>£100
outerwear,,stone,ASOS DESIGN,ASOS DESIGN,other,True,8,1,7,False,>£100
outerwear,,beige,Selected Femme,Selected,beige,True,5,1,4,False,>£100
outerwear,,camel,ASOS DESIGN,ASOS DESIGN,other,True,8,3,5,False,>£100
outerwear,,bronze,ASOS DESIGN,ASOS DESIGN,other,True,8,1,7,False,>£100
outerwear,,brown,ASOS DESIGN,ASOS DESIGN,brown,True,9,2,7,False,>£100
outerwear,,black,Nike,Nike,black,True,6,2,4,False,>£100
outerwear,,sage,ASOS DESIGN,ASOS DESIGN,green,True,8,1,7,False,>£100
outerwear,,soft brown,ASOS 4505,ASOS 4505,brown,True,7,1,6,False,>£100
outerwear,,cargo khaki,Nike,Nike,green,True,6,1,5,False,>£100
outerwear,,black,Nike,Nike,black,True,10,1,9,False,>£100
outerwear,,ecru,Monki,Monki,beige,True,6,3,3,False,>£100
outerwear,,black/white,AllSaints,AllSaints,white,True,6,2,4,False,>£100
outerwear,329.0,oxblood brown,AllSaints,AllSaints,brown,True,2,1,1,False,>£100
outerwear,,birch/coconut milk,Berghaus,Berghaus,other,True,5,2,3,False,>£100
outerwear,,syrah,Berghaus,Berghaus,other,True,4,1,3,False,>£100
outerwear,,camel,Wednesday's Girl Maternity,Wednesday's,other,True,6,2,4,False,>£100
other,48.0,charcoal,Vero Moda,Vero Moda,grey,True,6,1,5,False,£20-50
outerwear,,goji berry,Vero Moda,Vero Moda,red,True,6,1,5,False,>£100
outerwear,,sport spice,Nike,Nike,other,True,6,1,5,False,>£100
outerwear,,white1,Topshop Quilted Jacket,Topshop,white,True,8,3,5,False,>£100
outerwear,,off white,Dr Denim,Dr Denim,white,True,5,1,4,False,>£100
outerwear,,leopard print,Sixth June,Sixth June,other,True,3,1,2,False,>£100
outerwear,,leaf,Obey,Obey,other,True,5,1,4,False,>£100
outerwear,,green,Topshop,Topshop,green,True,4,1,3,False,>£100
outerwear,,cream,Forever New Curve,Forever,white,True,5,1,4,False,>£100
outerwear,,brown,COLLUSION,COLLUSION,brown,True,8,2,6,False,>£100
outerwear,200.0,white,Columbia,Columbia,white,False,1,1,0,False,>£100
outerwear,,peach,Topshop,Topshop,other,True,7,1,6,False,>£100
outerwear,,ecru,ellesse,ellesse,beige,True,2,1,1,False,>£100
outerwear,,black,ASOS LUXE,ASOS LUXE,black,True,8,1,7,False,>£100
outerwear,,pink,Napapijri,Napapijri,pink,True,4,2,2,False,>£100
outerwear,,brown,Noisy May,Noisy May,brown,True,4,1,3,False,>£100
outerwear,,cream,Miss Selfridge,Miss Selfridge,white,True,8,1,7,False,>£100
outerwear,,purple,ASYOU,ASYOU,purple,True,8,2,6,False,>£100
outerwear,31.5,pink,Bershka,Bershka,pink,False,1,1,0,False,£20-50
outerwear,,beige,Object,Object,beige,True,5,1,4,False,>£100
outerwear,,beige,Pieces Maternity,Pieces,beige,True,6,1,5,False,>£100
outerwear,,blue,ASOS DESIGN,ASOS DESIGN,blue,True,8,1,7,False,>£100
outerwear,,white,Urban Revivo,Urban,white,True,6,1,5,False,>£100
outerwear,59.99,blue,Bershka,Bershka,blue,True,2,1,1,False,£50-100
outerwear,69.9,multi,Pull&Bear,Pull&Bear,other,False,1,1,0,False,£50-100
outerwear,,green,ASOS DESIGN,ASOS DESIGN,green,True,8,3,5,False,>£100
outerwear,,light blue,Reclaimed Vintage,Reclaimed Vintage,blue,True,7,1,6,False,>£100
outerwear,,pink,Missyempire,Missyempire,pink,True,6,1,5,False,>£100
outerwear,,green,ASOS DESIGN,ASOS DESIGN,green,True,8,1,7,False,>£100
outerwear,,fuchsia pink,Vila,Vila,pink,True,6,1,5,False,>£100
top,100.0,black,The North Face,The North Face,black,True,2,1,1,False,>£100
outerwear,22.99,black,Pull&Bear,Pull&Bear,black,True,3,1,2,False,£20-50
outerwear,,blue,Stradivarius,Stradivarius,blue,True,5,1,4,False,>£100
outerwear,,bright pink,JDY,JDY,pink,True,6,1,5,False,>£100
outerwear,,navy,Napapijri,Napapijri,blue,False,1,1,0,False,>£100
outerwear,80.0,mid blue,Topshop,Topshop,blue,True,8,3,5,False,£50-100
outerwear,,cream,The North Face,The North Face,white,True,2,1,1,False,>£100
outerwear,215.0,black,The North Face,The North Face,black,True,2,1,1,False,>£100
outerwear,425.0,black,The North Face,The North Face,black,True,5,3,2,False,>£100
outerwear,315.0,lilac,The North Face,The North Face,purple,True,2,1,1,False,>£100
outerwear,,brown check,Selected Femme,Selected,brown,True,5,1,4,False,>£100
outerwear,45.99,black,Stradivarius,Stradivarius,black,True,5,2,3,False,£20-50
outerwear,130.0,blue print,Y.A.S,Y.A.S,blue,True,5,1,4,False,>£100
outerwear,51.0,black,Pull&Bear,Pull&Bear,black,True,5,2,3,False,£50-100
top,73.0,tan,Stradivarius,Stradivarius,brown,True,5,1,4,False,£50-100
outerwear,,black,adidas,adidas,black,True,7,1,6,False,>£100
outerwear,,grey,ASOS DESIGN,ASOS DESIGN,grey,True,8,1,7,False,>£100
outerwear,45.99,black,New Look,New Look,black,True,3,1,2,False,£20-50
outerwear,,white,Nike,Nike,white,True,6,1,5,False,>£100
outerwear,,grey,ASOS DESIGN,ASOS DESIGN,grey,True,8,1,7,False,>£100
outerwear,,brown,ASOS DESIGN,ASOS DESIGN,brown,True,8,1,7,False,>£100
outerwear,,black,ASOS DESIGN,ASOS DESIGN,black,True,8,1,7,False,>£100
outerwear,109.95,medium olive,Nike,Nike,green,True,6,1,5,False,>£100
outerwear,,black,ASOS DESIGN,ASOS DESIGN,black,True,8,1,7,False,>£100
outerwear,,lavender spiral tie,Berghaus,Berghaus,purple,True,5,1,4,False,>£100
outerwear,,check,Selected Femme,Selected,other,True,5,1,4,False,>£100
outerwear,,black,Sixth June,Sixth June,black,True,3,1,2,False,>£100
outerwear,219.0,navy,Barbour,Barbour,blue,True,7,1,6,False,>£100
top,54.0,black,Topshop,Topshop,black,True,8,1,7,False,£50-100
outerwear,,multi,Topshop Petite,Topshop,other,True,5,1,4,False,>£100
outerwear,,brown,adidas,adidas,brown,True,4,2,2,False,>£100
outerwear,,pink,The North Face,The North Face,pink,True,2,1,1,False,>£100
other,300.0,black,The North Face,The North Face,black,False,3,3,0,False,>£100
outerwear,,twilight navy,Tommy Jeans,Tommy Jeans,blue,True,3,1,2,False,>£100
outerwear,114.95,black,Nike,Nike,black,True,3,1,2,False,>£100
outerwear,,check,ASOS DESIGN,ASOS DESIGN,other,True,8,1,7,False,>£100
outerwear,58.0,stone,Vero Moda,Vero Moda,other,True,7,1,6,False,£50-100
outerwear,,black,ASOS DESIGN,ASOS DESIGN,black,True,8,2,6,False,>£100
top,20.0,black,HIIT,HIIT,black,True,3,1,2,False,£20-50
outerwear,75.0,black,Topshop Petite,Topshop,black,True,8,5,3,False,£50-100
outerwear,,black,ASOS DESIGN,ASOS DESIGN,black,True,8,1,7,False,>£100
outerwear,60.0,black,Topshop,Topshop,black,True,8,3,5,False,£50-100
outerwear,50.0,black,ASOS DESIGN,ASOS DESIGN,black,True,8,1,7,False,£50-100
outerwear,60.0,cream,ASOS DESIGN,ASOS DESIGN,white,True,8,4,4,False,£50-100
outerwear,,pink,Miss Selfridge,Miss Selfridge,pink,True,8,4,4,False,>£100
outerwear,,taupe,Topshop,Topshop,other,True,8,4,4,False,>£100
outerwear,62.0,black,ASOS DESIGN,ASOS DESIGN,black,False,8,8,0,False,£50-100
outerwear,75.0,black,ASOS DESIGN,ASOS DESIGN,black,True,8,2,6,False,£50-100
outerwear,,black,ASOS DESIGN,ASOS DESIGN,black,True,8,2,6,False,>£100
outerwear,,pink,ASOS DESIGN,ASOS DESIGN,pink,True,8,3,5,False,>£100
outerwear,36.99,khaki,New Look,New Look,green,True,8,2,6,False,£20-50
outerwear,,beige,Topshop,Topshop,beige,True,7,1,6,False,>£100
outerwear,50.0,black,ASOS DESIGN,ASOS DESIGN,black,True,8,1,7,False,£50-100
outerwear,97.0,black,River Island,River Island,black,True,7,4,3,False,£50-100
outerwear,,khaki,Miss Selfridge,Miss Selfridge,green,True,6,1,5,False,>£100
outerwear,,black,COLLUSION,COLLUSION,black,True,8,1,7,False,>£100
outerwear,,blue,The North Face,The North Face,blue,True,5,1,4,False,>£100
outerwear,,camel,ASOS DESIGN,ASOS DESIGN,other,True,8,1,7,False,>£100
outerwear,125.0,beige,NA-KD,NA-KD,beige,True,7,6,1,False,>£100
outerwear,,khaki,Miss Selfridge,Miss Selfridge,green,True,8,1,7,False,>£100
outerwear,56.0,washed black,ASOS DESIGN,ASOS DESIGN,grey,True,7,2,5,False,£50-100
outerwear,75.0,check,ASOS DESIGN,ASOS DESIGN,other,True,8,1,7,False,£50-100
outerwear,300.0,tnf black,The North Face,The North Face,black,True,5,1,4,False,>£100
outerwear,35.99,grey,Stradivarius,Stradivarius,grey,True,5,2,3,False,£20-50
outerwear,,black,ASOS DESIGN,ASOS DESIGN,black,True,8,1,7,False,>£100
outerwear,130.0,silver,Topshop Sno,Topshop,grey,True,8,3,5,False,>£100
outerwear,,black,ASOS DESIGN,ASOS DESIGN,black,True,8,3,5,False,>£100
outerwear,,stone,ASOS DESIGN,ASOS DESIGN,other,True,8,2,6,False,>£100
outerwear,85.0,black,Monki,Monki,black,True,7,1,6,False,£50-100
outerwear,75.0,black,ASOS DESIGN,ASOS DESIGN,black,True,8,1,7,False,£50-100
outerwear,75.0,camel,ASOS DESIGN,ASOS DESIGN,other,True,8,4,4,False,£50-100
outerwear,55.0,dark green,adidas,adidas,green,True,6,3,3,False,£50-100
outerwear,,multi,ASOS DESIGN,ASOS DESIGN,other,True,8,1,7,False,>£100
outerwear,32.0,black,ASOS Weekend Collective,ASOS Weekend Collective,black,True,8,1,7,False,£20-50
outerwear,,black,Topshop,Topshop,black,True,10,1,9,False,>£100
